order_item_id,order_id,item_id,quantity,unit_price
16072,5363,107,2,90
16073,5363,110,1,56
16074,5364,68,2,70
16075,5364,71,3,70
16076,5364,70,3,98
16077,5364,69,2,93
16078,5364,67,2,54
16079,5365,122,3,58
16080,5365,121,3,56
16081,5365,118,3,49
16082,5365,120,2,35
16083,5366,84,3,35
16084,5366,85,2,95
16085,5366,88,1,158
16086,5366,86,2,278
16087,5367,87,3,133
16088,5367,85,3,95
16089,5367,89,3,96
16090,5367,84,3,35
16091,5368,28,2,89
16092,5369,81,3,245
16093,5370,55,1,127
16094,5370,58,3,133
16095,5370,54,1,90
16096,5370,57,1,56
16097,5370,53,2,34
16098,5371,27,2,231
16099,5371,29,1,121
16100,5371,30,3,267
16101,5371,25,3,94
16102,5372,17,1,109
16103,5372,14,3,77
16104,5372,10,2,149
16105,5372,13,3,37
16106,5372,18,2,60
16107,5373,81,1,245
16108,5373,83,2,160
16109,5373,80,1,82
16110,5373,77,1,136
16111,5373,82,3,83
16112,5374,46,2,204
16113,5375,126,2,37
16114,5375,125,2,55
16115,5375,124,1,51
16116,5375,127,1,68
16117,5376,107,2,90
16118,5377,104,2,89
16119,5377,102,1,57
16120,5377,103,2,102
16121,5377,106,2,100
16122,5378,4,1,57
16123,5379,8,2,56
16124,5379,5,2,145
16125,5379,4,3,57
16126,5380,109,2,84
16127,5381,106,3,100
16128,5381,101,3,58
16129,5381,102,2,57
16130,5381,104,1,89
16131,5381,105,3,88
16132,5382,72,2,56
16133,5382,75,3,64
16134,5382,73,1,67
16135,5383,15,3,59
16136,5383,18,1,60
16137,5384,115,3,91
16138,5384,117,3,89
16139,5384,112,2,66
16140,5384,116,2,92
16141,5385,89,2,96
16142,5385,87,2,133
16143,5385,84,3,35
16144,5385,86,1,278
16145,5385,88,2,158
16146,5386,110,1,56
16147,5386,108,1,101
16148,5386,107,3,90
16149,5386,109,2,84
16150,5387,84,3,35
16151,5387,86,1,278
16152,5387,85,2,95
16153,5388,98,2,93
16154,5388,100,1,83
16155,5388,97,2,55
16156,5389,1,3,125
16157,5390,12,3,153
16158,5390,18,3,60
16159,5390,16,2,96
16160,5390,11,2,136
16161,5391,31,1,95
16162,5391,33,2,243
16163,5392,67,3,54
16164,5393,21,2,132
16165,5393,23,1,130
16166,5393,22,2,152
16167,5394,41,1,164
16168,5395,92,3,37
16169,5395,94,2,177
16170,5395,95,2,262
16171,5395,90,2,99
16172,5396,37,2,32
16173,5396,36,3,204
16174,5396,31,1,95
16175,5397,127,2,68
16176,5398,100,3,83
16177,5398,97,1,55
16178,5399,19,2,56
16179,5399,23,1,130
16180,5400,6,1,95
16181,5400,7,1,35
16182,5400,3,2,78
16183,5401,31,2,95
16184,5401,32,3,35
16185,5402,109,3,84
16186,5402,110,2,56
16187,5403,63,2,149
16188,5403,62,3,87
16189,5403,65,3,68
16190,5403,61,1,34
16191,5403,64,1,163
16192,5404,86,2,278
16193,5405,96,2,60
16194,5405,100,1,83
16195,5406,97,3,55
16196,5406,96,2,60
16197,5406,99,2,95
16198,5407,32,1,35
16199,5407,33,3,243
16200,5407,36,3,204
16201,5407,35,2,76
16202,5408,39,3,114
16203,5408,43,1,259
16204,5408,40,1,275
16205,5408,42,2,98
16206,5408,41,1,164
16207,5409,85,2,95
16208,5409,84,1,35
16209,5410,116,1,92
16210,5410,117,3,89
16211,5410,115,3,91
16212,5410,113,1,103
16213,5410,112,1,66
16214,5411,65,3,68
16215,5412,120,1,35
16216,5412,118,1,49
16217,5412,121,2,56
16218,5412,119,1,65
16219,5412,122,2,58
16220,5413,49,1,98
16221,5413,51,2,63
16222,5413,52,3,32
16223,5414,66,1,201
16224,5414,62,2,87
16225,5414,61,3,34
16226,5415,123,3,47
16227,5415,125,1,55
16228,5416,46,3,204
16229,5416,48,1,161
16230,5416,47,2,174
16231,5416,52,2,32
16232,5416,49,2,98
16233,5417,71,2,70
16234,5417,68,2,70
16235,5417,67,3,54
16236,5418,37,3,32
16237,5418,31,1,95
16238,5419,61,2,34
16239,5419,65,2,68
16240,5420,13,1,37
16241,5420,17,1,109
16242,5420,18,3,60
16243,5420,14,3,77
16244,5421,124,1,51
16245,5422,84,3,35
16246,5423,81,1,245
16247,5423,83,3,160
16248,5423,78,1,97
16249,5424,76,2,90
16250,5424,72,1,56
16251,5424,73,1,67
16252,5424,75,2,64
16253,5424,74,3,93
16254,5425,99,2,95
16255,5425,97,3,55
16256,5425,100,1,83
16257,5425,96,3,60
16258,5425,98,1,93
16259,5426,56,1,140
16260,5427,79,1,35
16261,5427,80,2,82
16262,5427,83,1,160
16263,5427,82,2,83
16264,5427,78,1,97
16265,5428,57,1,56
16266,5428,59,1,81
16267,5428,60,1,126
16268,5428,58,2,133
16269,5429,54,2,90
16270,5429,55,2,127
16271,5429,57,1,56
16272,5430,16,3,96
16273,5430,14,2,77
16274,5431,33,1,243
16275,5431,31,1,95
16276,5431,34,3,121
16277,5432,117,2,89
16278,5433,119,2,65
16279,5433,122,1,58
16280,5433,121,2,56
16281,5433,118,3,49
16282,5433,120,2,35
16283,5434,76,2,90
16284,5434,73,2,67
16285,5434,75,3,64
16286,5434,74,1,93
16287,5435,89,3,96
16288,5435,84,2,35
16289,5435,88,1,158
16290,5435,85,1,95
16291,5436,18,1,60
16292,5437,36,2,204
16293,5437,37,1,32
16294,5437,31,2,95
16295,5437,32,3,35
16296,5437,33,2,243
16297,5438,21,1,132
16298,5439,90,3,99
16299,5440,5,2,145
16300,5440,1,1,125
16301,5440,8,2,56
16302,5440,3,2,78
16303,5441,26,1,183
16304,5441,28,3,89
16305,5441,25,3,94
16306,5442,125,3,55
16307,5442,123,1,47
16308,5442,126,1,37
16309,5442,124,1,51
16310,5443,77,2,136
16311,5443,83,2,160
16312,5443,81,3,245
16313,5444,127,1,68
16314,5445,87,1,133
16315,5446,49,2,98
16316,5447,94,1,177
16317,5447,91,3,88
16318,5448,53,3,34
16319,5448,59,1,81
16320,5449,111,3,95
16321,5449,108,1,101
16322,5449,109,2,84
16323,5449,107,3,90
16324,5450,40,1,275
16325,5451,10,1,149
16326,5451,18,3,60
16327,5451,17,3,109
16328,5451,14,3,77
16329,5452,45,1,235
16330,5452,38,1,94
16331,5453,45,1,235
16332,5454,109,3,84
16333,5454,110,2,56
16334,5455,80,1,82
16335,5455,83,3,160
16336,5455,77,2,136
16337,5455,82,1,83
16338,5456,66,3,201
16339,5456,64,3,163
16340,5456,63,3,149
16341,5457,13,3,37
16342,5458,41,1,164
16343,5459,5,2,145
16344,5459,2,3,130
16345,5460,94,3,177
16346,5460,91,3,88
16347,5460,92,2,37
16348,5461,39,3,114
16349,5461,45,3,235
16350,5461,44,1,33
16351,5461,43,2,259
16352,5462,127,2,68
16353,5462,126,2,37
16354,5462,125,2,55
16355,5462,124,1,51
16356,5462,123,3,47
16357,5463,51,1,63
16358,5464,14,1,77
16359,5464,16,2,96
16360,5464,10,3,149
16361,5464,13,1,37
16362,5464,12,3,153
16363,5465,116,2,92
16364,5465,112,1,66
16365,5465,117,3,89
16366,5465,114,2,56
16367,5465,115,1,91
16368,5466,116,1,92
16369,5466,115,3,91
16370,5466,113,3,103
16371,5467,127,3,68
16372,5468,60,2,126
16373,5468,57,1,56
16374,5468,56,1,140
16375,5468,58,1,133
16376,5469,18,3,60
16377,5469,17,1,109
16378,5469,13,1,37
16379,5469,12,3,153
16380,5470,43,1,259
16381,5470,38,3,94
16382,5470,40,3,275
16383,5471,71,1,70
16384,5471,69,3,93
16385,5472,30,2,267
16386,5472,27,3,231
16387,5473,109,2,84
16388,5473,108,2,101
16389,5473,111,1,95
16390,5474,103,1,102
16391,5474,101,1,58
16392,5474,102,2,57
16393,5474,105,3,88
16394,5475,89,3,96
16395,5475,84,2,35
16396,5475,88,2,158
16397,5476,123,1,47
16398,5476,124,2,51
16399,5476,125,1,55
16400,5476,127,1,68
16401,5476,126,2,37
16402,5477,62,1,87
16403,5477,64,2,163
16404,5478,30,1,267
16405,5479,116,3,92
16406,5479,112,2,66
16407,5479,115,3,91
16408,5479,113,3,103
16409,5480,52,3,32
16410,5480,50,2,96
16411,5480,46,2,204
16412,5480,49,1,98
16413,5481,23,2,130
16414,5481,21,2,132
16415,5482,75,3,64
16416,5482,72,2,56
16417,5482,76,2,90
16418,5482,73,1,67
16419,5482,74,3,93
16420,5483,125,1,55
16421,5483,123,1,47
16422,5484,97,3,55
16423,5484,98,3,93
16424,5485,47,3,174
16425,5485,49,1,98
16426,5485,51,1,63
16427,5485,48,1,161
16428,5486,23,3,130
16429,5486,20,1,51
16430,5486,19,2,56
16431,5487,117,1,89
16432,5487,112,3,66
16433,5488,16,1,96
16434,5488,18,2,60
16435,5489,75,3,64
16436,5489,73,3,67
16437,5489,74,3,93
16438,5489,76,1,90
16439,5489,72,3,56
16440,5490,110,1,56
16441,5491,52,3,32
16442,5491,48,2,161
16443,5492,100,1,83
16444,5492,99,3,95
16445,5492,97,3,55
16446,5492,98,1,93
16447,5493,120,2,35
16448,5493,119,1,65
16449,5494,102,3,57
16450,5495,37,1,32
16451,5496,51,2,63
16452,5496,47,3,174
16453,5497,69,2,93
16454,5497,68,1,70
16455,5497,70,3,98
16456,5498,81,2,245
16457,5498,82,1,83
16458,5498,79,3,35
16459,5499,126,2,37
16460,5499,123,1,47
16461,5500,10,3,149
16462,5500,15,2,59
16463,5500,12,3,153
16464,5501,51,2,63
16465,5501,48,2,161
16466,5501,49,3,98
16467,5502,22,3,152
16468,5502,21,1,132
16469,5502,20,1,51
16470,5503,97,3,55
16471,5503,96,1,60
16472,5503,100,3,83
16473,5503,99,2,95
16474,5504,125,3,55
16475,5505,85,1,95
16476,5505,88,1,158
16477,5506,99,1,95
16478,5506,98,3,93
16479,5507,111,1,95
16480,5507,109,3,84
16481,5507,107,3,90
16482,5508,8,2,56
16483,5509,60,2,126
16484,5509,56,3,140
16485,5510,8,1,56
16486,5510,2,2,130
16487,5511,62,2,87
16488,5512,21,3,132
16489,5512,20,2,51
16490,5512,22,2,152
16491,5513,57,3,56
16492,5513,55,1,127
16493,5513,58,1,133
16494,5513,53,2,34
16495,5514,1,2,125
16496,5515,105,2,88
16497,5515,101,1,58
16498,5515,103,2,102
16499,5515,102,3,57
16500,5515,104,3,89
16501,5516,89,1,96
16502,5517,100,3,83
16503,5517,99,1,95
16504,5518,86,3,278
16505,5518,88,3,158
16506,5518,89,3,96
16507,5518,84,3,35
16508,5518,85,1,95
16509,5519,79,2,35
16510,5519,83,2,160
16511,5519,81,3,245
16512,5519,82,1,83
16513,5519,77,3,136
16514,5520,73,2,67
16515,5520,72,3,56
16516,5521,108,1,101
16517,5522,24,3,99
16518,5522,22,3,152
16519,5522,21,2,132
16520,5522,20,3,51
16521,5523,5,2,145
16522,5524,66,3,201
16523,5524,62,2,87
16524,5524,63,3,149
16525,5524,61,1,34
16526,5525,81,2,245
16527,5525,80,1,82
16528,5525,78,2,97
16529,5525,79,3,35
16530,5526,51,1,63
16531,5526,48,1,161
16532,5526,49,1,98
16533,5526,50,1,96
16534,5527,29,1,121
16535,5527,25,1,94
16536,5528,113,2,103
16537,5528,115,1,91
16538,5528,112,1,66
16539,5528,114,3,56
16540,5529,100,3,83
16541,5529,98,3,93
16542,5529,97,2,55
16543,5529,96,1,60
16544,5529,99,1,95
16545,5530,15,2,59
16546,5530,14,1,77
16547,5530,11,2,136
16548,5530,10,3,149
16549,5531,127,2,68
16550,5531,123,3,47
16551,5532,4,3,57
16552,5532,6,3,95
16553,5532,8,2,56
16554,5533,87,3,133
16555,5533,88,1,158
16556,5533,84,2,35
16557,5534,123,3,47
16558,5534,127,2,68
16559,5534,126,2,37
16560,5534,124,3,51
16561,5535,70,3,98
16562,5535,71,1,70
16563,5536,79,1,35
16564,5537,26,3,183
16565,5538,85,1,95
16566,5539,4,1,57
16567,5540,38,3,94
16568,5541,15,2,59
16569,5541,12,2,153
16570,5541,18,2,60
16571,5542,105,2,88
16572,5542,106,1,100
16573,5543,53,1,34
16574,5543,54,2,90
16575,5543,56,1,140
16576,5543,55,2,127
16577,5543,58,3,133
16578,5544,109,2,84
16579,5544,107,1,90
16580,5544,110,2,56
16581,5545,59,2,81
16582,5545,60,2,126
16583,5545,56,2,140
16584,5545,57,3,56
16585,5546,18,1,60
16586,5546,10,3,149
16587,5546,14,1,77
16588,5547,57,3,56
16589,5548,89,1,96
16590,5548,84,3,35
16591,5548,86,1,278
16592,5549,8,1,56
16593,5549,1,1,125
16594,5549,5,2,145
16595,5549,2,2,130
16596,5550,4,1,57
16597,5551,21,1,132
16598,5551,24,2,99
16599,5551,23,3,130
16600,5551,19,2,56
16601,5552,88,1,158
16602,5552,84,1,35
16603,5552,89,3,96
16604,5552,85,3,95
16605,5553,111,1,95
16606,5554,113,1,103
16607,5554,116,3,92
16608,5554,117,1,89
16609,5554,115,3,91
16610,5554,112,2,66
16611,5555,98,2,93
16612,5555,97,3,55
16613,5555,96,2,60
16614,5555,99,3,95
16615,5556,25,1,94
16616,5556,26,2,183
16617,5556,29,2,121
16618,5556,30,2,267
16619,5557,32,3,35
16620,5557,31,3,95
16621,5557,36,1,204
16622,5557,37,2,32
16623,5558,28,2,89
16624,5558,29,3,121
16625,5558,26,3,183
16626,5558,30,1,267
16627,5559,32,2,35
16628,5559,31,3,95
16629,5560,59,1,81
16630,5560,58,3,133
16631,5560,57,3,56
16632,5561,68,2,70
16633,5561,70,2,98
16634,5562,87,1,133
16635,5562,89,3,96
16636,5562,88,1,158
16637,5562,85,1,95
16638,5563,111,2,95
16639,5563,110,1,56
16640,5563,107,3,90
16641,5563,108,1,101
16642,5564,112,1,66
16643,5564,114,1,56
16644,5564,117,3,89
16645,5565,80,2,82
16646,5565,78,2,97
16647,5566,125,2,55
16648,5566,123,3,47
16649,5566,126,3,37
16650,5566,127,3,68
16651,5567,30,2,267
16652,5567,29,2,121
16653,5567,27,3,231
16654,5567,26,2,183
16655,5568,15,1,59
16656,5568,14,1,77
16657,5568,16,2,96
16658,5569,22,1,152
16659,5569,19,1,56
16660,5569,20,1,51
16661,5569,24,2,99
16662,5570,37,3,32
16663,5570,32,3,35
16664,5570,31,1,95
16665,5571,23,2,130
16666,5571,24,3,99
16667,5571,21,1,132
16668,5572,45,1,235
16669,5573,2,1,130
16670,5573,8,3,56
16671,5574,70,3,98
16672,5574,71,3,70
16673,5574,68,1,70
16674,5575,14,1,77
16675,5575,10,3,149
16676,5576,125,1,55
16677,5576,126,3,37
16678,5577,61,2,34
16679,5578,7,3,35
16680,5578,8,1,56
16681,5579,107,2,90
16682,5579,110,1,56
16683,5579,109,1,84
16684,5580,48,3,161
16685,5580,47,3,174
16686,5580,51,1,63
16687,5581,79,1,35
16688,5581,83,3,160
16689,5582,35,1,76
16690,5582,34,1,121
16691,5582,37,2,32
16692,5582,33,1,243
16693,5582,36,3,204
16694,5583,107,1,90
16695,5583,111,3,95
16696,5583,110,1,56
16697,5583,108,2,101
16698,5583,109,1,84
16699,5584,89,1,96
16700,5584,84,2,35
16701,5584,88,1,158
16702,5584,86,1,278
16703,5584,85,3,95
16704,5585,15,1,59
16705,5585,13,2,37
16706,5585,18,1,60
16707,5585,12,1,153
16708,5585,10,1,149
16709,5586,109,1,84
16710,5586,108,2,101
16711,5586,107,2,90
16712,5587,11,1,136
16713,5587,13,2,37
16714,5587,18,2,60
16715,5588,10,2,149
16716,5588,11,3,136
16717,5588,16,2,96
16718,5589,107,2,90
16719,5590,37,1,32
16720,5590,35,3,76
16721,5590,32,1,35
16722,5590,33,3,243
16723,5590,36,3,204
16724,5591,117,3,89
16725,5591,116,1,92
16726,5591,113,3,103
16727,5591,114,3,56
16728,5591,112,2,66
16729,5592,71,1,70
16730,5592,67,3,54
16731,5592,68,3,70
16732,5593,125,1,55
16733,5593,127,1,68
16734,5593,126,2,37
16735,5594,112,1,66
16736,5594,114,3,56
16737,5595,86,2,278
16738,5595,87,3,133
16739,5595,85,3,95
16740,5595,84,3,35
16741,5596,63,2,149
16742,5596,64,1,163
16743,5596,65,3,68
16744,5596,62,1,87
16745,5597,104,2,89
16746,5597,105,1,88
16747,5598,3,2,78
16748,5598,5,3,145
16749,5599,18,1,60
16750,5599,11,1,136
16751,5599,12,3,153
16752,5599,15,1,59
16753,5600,100,1,83
16754,5601,47,2,174
16755,5602,33,3,243
16756,5602,34,3,121
16757,5602,36,2,204
16758,5603,5,1,145
16759,5603,4,3,57
16760,5603,9,3,136
16761,5603,2,2,130
16762,5604,43,2,259
16763,5605,31,1,95
16764,5606,112,2,66
16765,5607,103,2,102
16766,5608,98,3,93
16767,5608,99,2,95
16768,5608,96,2,60
16769,5608,100,3,83
16770,5608,97,3,55
16771,5609,82,3,83
16772,5609,81,1,245
16773,5609,83,1,160
16774,5609,80,2,82
16775,5609,77,1,136
16776,5610,121,1,56
16777,5610,119,3,65
16778,5610,122,1,58
16779,5610,118,1,49
16780,5610,120,1,35
16781,5611,85,3,95
16782,5611,88,3,158
16783,5611,87,3,133
16784,5612,108,3,101
16785,5612,107,2,90
16786,5612,110,3,56
16787,5612,109,3,84
16788,5612,111,1,95
16789,5613,97,1,55
16790,5614,76,1,90
16791,5614,72,3,56
16792,5614,74,3,93
16793,5615,54,3,90
16794,5615,56,3,140
16795,5615,57,1,56
16796,5615,59,1,81
16797,5616,89,1,96
16798,5616,86,1,278
16799,5616,84,2,35
16800,5616,85,3,95
16801,5616,88,3,158
16802,5617,22,3,152
16803,5617,19,1,56
16804,5617,21,3,132
16805,5618,10,1,149
16806,5618,17,3,109
16807,5618,12,2,153
16808,5618,18,2,60
16809,5618,13,2,37
16810,5619,61,3,34
16811,5619,63,1,149
16812,5619,64,3,163
16813,5619,66,3,201
16814,5619,65,2,68
16815,5620,88,2,158
16816,5620,89,3,96
16817,5620,84,1,35
16818,5620,86,3,278
16819,5621,35,1,76
16820,5621,33,3,243
16821,5621,31,1,95
16822,5622,22,2,152
16823,5622,19,1,56
16824,5623,111,3,95
16825,5623,110,3,56
16826,5624,65,2,68
16827,5624,63,3,149
16828,5624,64,3,163
16829,5624,61,2,34
16830,5624,62,3,87
16831,5625,52,3,32
16832,5625,50,2,96
16833,5625,47,3,174
16834,5625,51,2,63
16835,5625,48,3,161
16836,5626,83,3,160
16837,5627,85,1,95
16838,5627,87,3,133
16839,5627,84,1,35
16840,5627,89,3,96
16841,5627,88,1,158
16842,5628,111,3,95
16843,5628,109,3,84
16844,5628,110,1,56
16845,5628,107,1,90
16846,5628,108,1,101
16847,5629,5,2,145
16848,5629,3,3,78
16849,5629,2,1,130
16850,5629,9,3,136
16851,5630,23,1,130
16852,5631,66,2,201
16853,5631,65,2,68
16854,5632,125,3,55
16855,5632,126,3,37
16856,5632,127,3,68
16857,5632,123,2,47
16858,5632,124,1,51
16859,5633,126,2,37
16860,5633,127,1,68
16861,5633,124,3,51
16862,5633,123,2,47
16863,5633,125,2,55
16864,5634,73,2,67
16865,5634,74,1,93
16866,5634,72,2,56
16867,5634,76,1,90
16868,5634,75,2,64
16869,5635,123,1,47
16870,5635,127,2,68
16871,5635,124,3,51
16872,5636,29,3,121
16873,5636,27,1,231
16874,5637,87,3,133
16875,5638,75,1,64
16876,5638,74,1,93
16877,5638,72,2,56
16878,5638,73,1,67
16879,5638,76,3,90
16880,5639,57,3,56
16881,5640,84,3,35
16882,5640,85,1,95
16883,5640,87,2,133
16884,5641,105,1,88
16885,5641,101,1,58
16886,5641,104,3,89
16887,5641,103,3,102
16888,5642,30,2,267
16889,5642,26,1,183
16890,5642,29,3,121
16891,5642,28,3,89
16892,5643,84,1,35
16893,5643,89,3,96
16894,5644,89,3,96
16895,5644,84,1,35
16896,5644,88,3,158
16897,5645,69,1,93
16898,5646,100,3,83
16899,5647,63,2,149
16900,5647,61,1,34
16901,5647,66,3,201
16902,5648,97,1,55
16903,5648,96,2,60
16904,5648,98,3,93
16905,5648,99,3,95
16906,5649,116,2,92
16907,5649,117,1,89
16908,5649,115,2,91
16909,5649,112,1,66
16910,5650,29,1,121
16911,5650,25,3,94
16912,5651,88,1,158
16913,5651,85,3,95
16914,5651,86,2,278
16915,5652,12,3,153
16916,5653,52,1,32
16917,5654,91,2,88
16918,5655,124,1,51
16919,5656,51,2,63
16920,5656,52,1,32
16921,5656,47,1,174
16922,5656,46,1,204
16923,5657,98,1,93
16924,5657,97,1,55
16925,5657,96,1,60
16926,5658,110,3,56
16927,5658,111,2,95
16928,5659,78,1,97
16929,5659,83,3,160
16930,5660,81,3,245
16931,5660,83,2,160
16932,5661,55,2,127
16933,5661,56,1,140
16934,5661,53,1,34
16935,5661,57,3,56
16936,5662,67,1,54
16937,5662,71,2,70
16938,5662,70,2,98
16939,5662,68,2,70
16940,5662,69,2,93
16941,5663,66,3,201
16942,5663,65,3,68
16943,5663,62,2,87
16944,5663,63,2,149
16945,5663,61,1,34
16946,5664,126,1,37
16947,5664,125,3,55
16948,5664,123,1,47
16949,5664,124,3,51
16950,5665,81,2,245
16951,5665,77,1,136
16952,5665,79,1,35
16953,5665,78,1,97
16954,5665,82,3,83
16955,5666,79,1,35
16956,5666,78,3,97
16957,5666,80,2,82
16958,5667,48,1,161
16959,5667,46,2,204
16960,5667,50,1,96
16961,5667,47,2,174
16962,5668,105,1,88
16963,5668,106,1,100
16964,5668,103,2,102
16965,5668,102,3,57
16966,5669,72,3,56
16967,5669,74,3,93
16968,5669,76,1,90
16969,5669,73,2,67
16970,5669,75,3,64
16971,5670,57,1,56
16972,5670,59,3,81
16973,5670,56,2,140
16974,5670,53,1,34
16975,5671,24,3,99
16976,5671,22,3,152
16977,5671,19,3,56
16978,5671,23,1,130
16979,5671,20,1,51
16980,5672,44,3,33
16981,5672,41,2,164
16982,5672,38,3,94
16983,5672,43,1,259
16984,5672,45,3,235
16985,5673,22,1,152
16986,5674,96,3,60
16987,5674,99,3,95
16988,5674,98,3,93
16989,5674,100,3,83
16990,5675,53,3,34
16991,5675,59,1,81
16992,5675,57,1,56
16993,5675,55,2,127
16994,5676,122,3,58
16995,5677,13,3,37
16996,5677,17,3,109
16997,5678,28,1,89
16998,5678,27,1,231
16999,5679,83,2,160
17000,5679,82,2,83
17001,5679,78,3,97
17002,5680,67,1,54
17003,5680,69,2,93
17004,5681,103,1,102
17005,5681,102,1,57
17006,5681,105,1,88
17007,5681,104,1,89
17008,5682,54,1,90
17009,5682,56,1,140
17010,5682,59,3,81
17011,5683,87,3,133
17012,5683,88,3,158
17013,5684,68,1,70
17014,5684,69,1,93
17015,5684,70,1,98
17016,5685,75,3,64
17017,5685,73,2,67
17018,5685,74,1,93
17019,5685,76,3,90
17020,5686,24,3,99
17021,5686,23,3,130
17022,5686,20,3,51
17023,5687,75,3,64
17024,5687,74,2,93
17025,5688,73,1,67
17026,5688,74,2,93
17027,5688,76,1,90
17028,5688,75,2,64
17029,5689,90,3,99
17030,5689,94,1,177
17031,5689,91,2,88
17032,5689,93,1,139
17033,5689,92,3,37
17034,5690,123,3,47
17035,5691,103,3,102
17036,5691,104,1,89
17037,5691,101,3,58
17038,5691,106,3,100
17039,5691,102,1,57
17040,5692,59,1,81
17041,5692,58,1,133
17042,5692,56,1,140
17043,5692,55,1,127
17044,5692,53,2,34
17045,5693,43,1,259
17046,5693,41,2,164
17047,5693,38,3,94
17048,5693,40,3,275
17049,5693,45,2,235
17050,5694,97,2,55
17051,5694,98,3,93
17052,5694,96,3,60
17053,5694,100,3,83
17054,5695,49,1,98
17055,5695,50,2,96
17056,5695,52,1,32
17057,5695,47,3,174
17058,5695,46,2,204
17059,5696,76,1,90
17060,5696,72,2,56
17061,5696,74,2,93
17062,5696,73,2,67
17063,5696,75,1,64
17064,5697,106,2,100
17065,5697,104,1,89
17066,5698,54,1,90
17067,5698,55,1,127
17068,5698,57,3,56
17069,5698,58,3,133
17070,5698,59,1,81
17071,5699,9,1,136
17072,5699,5,1,145
17073,5699,7,2,35
17074,5699,6,1,95
17075,5700,98,2,93
17076,5701,21,2,132
17077,5701,23,1,130
17078,5701,24,3,99
17079,5701,19,3,56
17080,5701,22,1,152
17081,5702,54,1,90
17082,5702,53,1,34
17083,5702,58,3,133
17084,5702,57,3,56
17085,5703,25,1,94
17086,5703,30,1,267
17087,5703,26,3,183
17088,5704,113,1,103
17089,5704,117,1,89
17090,5704,114,1,56
17091,5704,115,2,91
17092,5704,112,2,66
17093,5705,36,1,204
17094,5705,33,1,243
17095,5705,32,3,35
17096,5705,31,2,95
17097,5705,37,2,32
17098,5706,16,1,96
17099,5706,15,2,59
17100,5706,10,3,149
17101,5706,14,2,77
17102,5707,83,2,160
17103,5708,34,3,121
17104,5709,76,1,90
17105,5709,73,3,67
17106,5709,74,2,93
17107,5709,72,1,56
17108,5709,75,3,64
17109,5710,126,2,37
17110,5710,124,2,51
17111,5710,127,2,68
17112,5710,125,2,55
17113,5711,96,3,60
17114,5711,97,2,55
17115,5711,99,3,95
17116,5712,40,3,275
17117,5712,43,3,259
17118,5712,44,2,33
17119,5713,51,2,63
17120,5714,109,1,84
17121,5714,107,2,90
17122,5715,127,2,68
17123,5715,125,2,55
17124,5715,123,3,47
17125,5716,39,1,114
17126,5716,45,3,235
17127,5717,1,2,125
17128,5717,9,1,136
17129,5717,5,1,145
17130,5717,3,2,78
17131,5717,4,3,57
17132,5718,56,3,140
17133,5718,53,2,34
17134,5718,60,2,126
17135,5719,19,1,56
17136,5719,21,3,132
17137,5719,24,3,99
17138,5719,23,3,130
17139,5720,61,3,34
17140,5720,62,1,87
17141,5720,64,2,163
17142,5720,66,1,201
17143,5721,106,3,100
17144,5721,105,1,88
17145,5721,101,1,58
17146,5721,103,2,102
17147,5721,102,1,57
17148,5722,5,2,145
17149,5723,35,1,76
17150,5724,99,2,95
17151,5724,97,2,55
17152,5725,120,2,35
17153,5726,85,3,95
17154,5726,86,3,278
17155,5726,84,2,35
17156,5726,88,3,158
17157,5726,87,2,133
17158,5727,112,2,66
17159,5727,113,2,103
17160,5728,113,3,103
17161,5728,116,1,92
17162,5728,115,1,91
17163,5729,90,3,99
17164,5729,94,1,177
17165,5729,93,3,139
17166,5729,95,3,262
17167,5730,22,1,152
17168,5730,24,2,99
17169,5730,20,1,51
17170,5730,23,3,130
17171,5731,65,1,68
17172,5731,62,3,87
17173,5732,100,1,83
17174,5732,97,3,55
17175,5732,99,1,95
17176,5732,98,3,93
17177,5733,89,2,96
17178,5733,85,2,95
17179,5733,87,2,133
17180,5733,88,1,158
17181,5734,43,3,259
17182,5734,38,3,94
17183,5734,41,1,164
17184,5734,44,2,33
17185,5734,39,2,114
17186,5735,29,1,121
17187,5735,27,2,231
17188,5736,79,1,35
17189,5737,41,1,164
17190,5737,40,1,275
17191,5737,39,3,114
17192,5737,42,2,98
17193,5737,43,3,259
17194,5738,100,1,83
17195,5738,99,1,95
17196,5738,97,2,55
17197,5739,113,3,103
17198,5739,116,3,92
17199,5739,115,3,91
17200,5739,117,1,89
17201,5739,112,1,66
17202,5740,110,1,56
17203,5740,107,2,90
17204,5740,108,3,101
17205,5741,51,3,63
17206,5741,49,2,98
17207,5742,122,1,58
17208,5742,119,1,65
17209,5742,120,1,35
17210,5742,118,3,49
17211,5743,96,3,60
17212,5743,99,1,95
17213,5743,98,3,93
17214,5744,3,2,78
17215,5745,99,3,95
17216,5746,113,1,103
17217,5747,84,2,35
17218,5748,62,3,87
17219,5748,61,3,34
17220,5748,63,2,149
17221,5748,66,3,201
17222,5749,5,3,145
17223,5749,9,3,136
17224,5749,4,1,57
17225,5750,62,2,87
17226,5750,63,1,149
17227,5750,64,3,163
17228,5750,66,1,201
17229,5751,48,1,161
17230,5751,52,1,32
17231,5751,46,1,204
17232,5751,50,3,96
17233,5752,75,1,64
17234,5753,127,2,68
17235,5753,124,3,51
