review_id,order_id,customer_id,restaurant_id,driver_id,rating,review_text,review_date
869,1458,1375,17,127,5,Amazing restaurant,2025-07-21 00:34:52
870,1459,959,14,394,5,Highly recommended,2025-01-25 17:02:32
871,1461,1153,10,262,5,Very fast delivery,2026-01-28 04:35:33
872,1463,571,20,259,4,Perfect experience,2026-02-14 01:50:09
873,1465,916,2,57,4,Perfect experience,2025-05-22 22:50:21
874,1468,2027,8,134,4,Very fast delivery,2025-01-27 13:44:55
875,1469,1088,8,153,4,Amazing restaurant,2025-07-09 23:50:50
876,1474,2577,3,391,5,Driver was polite,2025-08-30 08:18:57
877,1475,2518,2,128,3,Late delivery,2026-02-11 16:48:30
878,1477,1963,17,351,5,Perfect experience,2025-10-10 08:06:30
879,1479,1658,1,252,5,Very fast delivery,2025-08-01 12:10:36
880,1480,2333,5,103,5,Excellent service,2024-10-28 02:08:51
881,1482,2326,10,28,5,Excellent service,2024-08-13 13:58:27
882,1483,1904,8,400,1,Late delivery,2026-04-23 03:26:43
883,1484,1845,3,29,3,Driver was rude,2025-09-04 10:05:29
884,1485,1775,1,84,2,Wrong order,2024-12-29 19:15:16
885,1486,1101,2,242,4,Perfect experience,2026-05-03 23:25:52
886,1487,702,5,314,4,Driver was polite,2024-10-10 04:54:22
887,1488,1012,12,282,4,Highly recommended,2026-04-05 05:26:30
888,1489,2075,12,3,5,Fresh food,2025-12-20 18:26:38
889,1490,1385,4,130,2,Poor packaging,2024-12-28 10:55:43
890,1491,2332,18,23,3,Poor packaging,2025-05-04 22:21:59
891,1493,1759,20,287,5,Food was delicious,2026-06-15 21:36:17
892,1494,1865,19,34,5,Driver was polite,2024-08-04 20:45:47
893,1501,284,17,236,2,Poor packaging,2026-07-02 10:44:23
894,1502,2919,13,269,3,Wrong order,2026-04-09 03:28:59
895,1504,1889,12,248,5,Very fast delivery,2025-11-13 05:09:54
896,1505,1079,17,345,5,Perfect experience,2025-11-05 16:58:44
897,1508,1158,12,142,3,Average experience,2025-03-30 07:45:25
898,1511,275,6,359,4,Amazing restaurant,2026-04-23 18:15:54
899,1512,23,6,304,1,Cold food,2025-12-31 20:46:57
900,1513,2152,20,313,4,Very fast delivery,2025-07-14 01:46:23
901,1517,2165,20,1,5,Very fast delivery,2024-09-23 08:40:45
902,1518,2197,17,321,5,Very fast delivery,2025-01-14 07:51:47
903,1519,2366,13,127,4,Food was delicious,2026-06-18 23:39:37
904,1520,1520,14,382,2,Cold food,2024-12-02 13:53:14
905,1522,1335,16,120,5,Highly recommended,2025-04-07 02:03:44
906,1524,1942,12,85,2,Poor packaging,2026-01-31 20:51:52
907,1525,2464,19,129,5,Food was delicious,2026-07-11 00:39:42
908,1527,2877,2,294,5,Highly recommended,2025-01-14 13:54:48
909,1528,2655,15,368,4,Perfect experience,2024-12-06 18:15:33
910,1530,2077,4,203,5,Perfect experience,2025-03-31 00:14:05
911,1534,1599,8,200,4,Food was delicious,2026-07-12 17:02:47
912,1535,990,1,79,4,Fresh food,2026-02-22 01:56:17
913,1538,16,18,183,3,Driver was rude,2026-03-07 13:03:23
914,1539,1576,5,257,5,Perfect experience,2026-04-21 12:46:15
915,1540,1705,11,238,3,Food quality could be better,2026-03-09 14:53:22
916,1541,985,14,394,5,Highly recommended,2025-10-25 23:44:59
917,1542,1373,17,259,5,Very fast delivery,2025-05-15 06:31:06
918,1543,1405,2,17,5,Highly recommended,2025-10-04 15:13:45
919,1544,2305,10,149,5,Fresh food,2025-09-10 07:18:05
920,1545,1087,1,274,5,Food was delicious,2025-05-05 12:14:55
921,1546,2024,17,35,4,Highly recommended,2024-09-11 22:26:09
922,1547,154,9,12,5,Highly recommended,2025-04-02 03:18:07
923,1548,89,1,7,4,Amazing restaurant,2025-07-16 02:09:14
924,1549,662,14,122,5,Driver was polite,2026-02-07 19:14:27
925,1550,2376,3,179,5,Highly recommended,2024-09-16 23:34:48
926,1552,1543,12,188,4,Food was delicious,2025-12-11 12:20:21
927,1555,2943,12,366,5,Very fast delivery,2025-11-04 00:54:34
928,1556,1945,19,199,5,Perfect experience,2024-07-30 00:10:09
929,1559,807,16,191,3,Driver was rude,2025-03-25 09:37:38
930,1561,680,17,190,2,Average experience,2026-06-05 06:52:52
931,1562,1034,6,324,5,Fresh food,2025-08-02 16:30:16
932,1563,2805,5,150,5,Very fast delivery,2025-04-17 20:49:25
933,1565,1288,2,223,2,Poor packaging,2025-11-12 12:36:45
934,1568,2899,20,321,4,Amazing restaurant,2026-05-01 04:15:00
935,1569,190,11,168,5,Highly recommended,2025-04-16 20:04:47
936,1570,1854,2,173,4,Food was delicious,2024-09-18 01:27:59
937,1572,681,11,350,5,Driver was polite,2025-04-26 00:42:02
938,1575,2907,16,194,5,Amazing restaurant,2025-07-09 01:30:11
939,1576,888,4,71,3,Cold food,2026-03-02 22:44:54
940,1577,1964,16,380,4,Highly recommended,2025-04-26 20:28:39
941,1580,1364,20,151,5,Perfect experience,2024-08-30 23:33:37
942,1582,197,6,304,5,Very fast delivery,2025-08-25 03:47:38
943,1583,1407,2,228,4,Driver was polite,2025-04-23 12:22:00
944,1585,1976,3,365,4,Driver was polite,2025-03-24 21:30:00
945,1586,2435,20,207,5,Amazing restaurant,2025-04-05 11:09:50
946,1587,731,13,269,2,Driver was rude,2025-04-28 03:31:14
947,1588,2491,18,16,4,Highly recommended,2024-09-07 09:55:55
948,1591,2700,2,399,5,Amazing restaurant,2026-05-22 13:53:41
949,1592,919,17,169,4,Excellent service,2024-10-09 13:21:55
950,1594,1820,18,250,5,Highly recommended,2026-02-17 18:59:59
951,1595,1279,1,358,5,Perfect experience,2025-09-28 01:02:22
952,1597,1139,8,42,4,Amazing restaurant,2024-09-27 08:12:20
953,1598,628,3,334,4,Fresh food,2025-06-02 13:33:17
954,1599,372,11,129,5,Highly recommended,2024-09-22 05:58:38
955,1600,1964,16,316,5,Amazing restaurant,2024-12-24 06:47:50
956,1604,1273,9,111,3,Food quality could be better,2025-10-04 18:28:55
957,1605,2257,6,283,4,Amazing restaurant,2025-05-11 10:12:41
958,1609,410,3,25,2,Food quality could be better,2024-11-13 02:50:36
959,1610,88,4,4,5,Amazing restaurant,2026-06-30 22:54:25
960,1611,231,17,345,5,Perfect experience,2025-07-21 10:29:09
961,1618,458,1,246,5,Very fast delivery,2026-04-13 19:26:43
962,1619,533,19,150,4,Perfect experience,2025-11-20 01:54:51
963,1620,2435,13,102,5,Excellent service,2025-08-26 16:10:38
964,1621,1554,11,338,4,Driver was polite,2026-07-05 06:46:56
965,1623,2702,1,289,3,Late delivery,2026-03-27 21:45:06
966,1624,422,14,122,5,Very fast delivery,2025-07-08 20:05:27
967,1626,2758,17,372,2,Late delivery,2024-08-15 07:41:43
968,1629,1323,1,210,4,Highly recommended,2026-03-13 04:09:43
969,1630,2381,12,138,5,Food was delicious,2026-03-17 23:10:07
970,1631,2905,18,339,5,Perfect experience,2025-01-31 13:17:48
971,1634,1471,20,284,3,Not worth the price,2025-01-04 09:28:38
972,1635,422,14,394,5,Food was delicious,2026-03-30 05:09:04
973,1638,2818,13,397,4,Excellent service,2024-10-16 08:59:57
974,1639,1353,10,74,4,Highly recommended,2025-03-10 14:13:03
975,1640,2000,10,183,4,Amazing restaurant,2026-02-11 02:59:14
976,1641,125,13,256,5,Food was delicious,2025-07-06 21:22:04
977,1644,740,10,37,5,Food was delicious,2024-08-31 08:41:43
978,1645,588,17,390,3,Driver was rude,2024-08-03 10:27:14
979,1648,1879,8,336,3,Cold food,2025-12-16 09:44:41
980,1650,2668,17,206,5,Excellent service,2024-09-16 05:41:19
981,1652,2741,1,103,5,Amazing restaurant,2024-08-30 10:40:57
982,1653,1865,19,96,4,Fresh food,2026-01-11 01:25:29
983,1655,2657,20,133,4,Perfect experience,2024-12-24 05:27:15
984,1657,243,18,51,5,Highly recommended,2025-02-21 04:42:56
985,1662,2599,15,299,5,Highly recommended,2024-10-17 06:47:37
986,1663,2196,20,218,3,Poor packaging,2025-10-10 19:48:04
987,1665,1755,3,74,2,Driver was rude,2025-11-08 09:33:31
988,1666,2468,3,39,2,Poor packaging,2024-09-01 08:06:09
989,1669,1122,4,323,5,Food was delicious,2024-12-25 00:21:51
990,1670,1083,6,299,5,Food was delicious,2024-11-15 16:13:59
991,1671,122,15,142,2,Wrong order,2026-02-12 13:28:46
992,1674,69,11,199,2,Driver was rude,2025-06-25 22:10:48
993,1675,55,17,227,4,Food was delicious,2025-05-27 02:23:05
994,1676,2396,12,315,5,Perfect experience,2024-08-04 09:12:16
995,1682,547,1,4,5,Excellent service,2025-05-19 15:35:55
996,1684,1788,10,171,4,Amazing restaurant,2026-03-16 15:19:33
997,1685,335,2,242,5,Excellent service,2025-01-03 20:51:26
998,1686,1097,10,150,5,Food was delicious,2024-10-20 05:35:11
999,1688,186,17,125,5,Highly recommended,2024-11-08 06:31:11
1000,1689,2828,2,92,5,Fresh food,2024-09-08 12:19:08
1001,1690,1444,13,10,4,Highly recommended,2025-05-03 13:07:56
1002,1692,1042,2,173,2,Wrong order,2024-08-28 20:58:55
1003,1693,1040,11,8,5,Food was delicious,2025-03-30 04:25:54
1004,1694,2404,17,35,3,Average experience,2025-04-02 13:18:33
1005,1696,1429,7,123,5,Very fast delivery,2026-06-30 04:17:58
1006,1697,1544,11,346,4,Fresh food,2025-05-10 05:38:49
1007,1699,1672,15,229,5,Amazing restaurant,2026-04-28 04:29:59
1008,1700,1335,9,194,4,Very fast delivery,2025-03-26 10:53:03
1009,1702,624,9,353,5,Very fast delivery,2024-08-06 14:30:23
1010,1703,2240,20,125,5,Driver was polite,2024-08-18 15:36:44
1011,1706,2950,3,168,5,Food was delicious,2025-08-28 04:19:47
1012,1707,1229,6,138,4,Highly recommended,2025-12-10 02:30:47
1013,1708,414,17,269,5,Amazing restaurant,2026-05-11 15:01:29
1014,1710,1509,5,340,5,Food was delicious,2025-01-30 21:18:06
1015,1711,355,2,242,5,Fresh food,2026-06-04 03:41:32
1016,1717,2123,5,358,5,Amazing restaurant,2024-11-24 00:27:50
1017,1720,514,20,97,4,Highly recommended,2024-10-10 18:08:36
1018,1722,1527,13,182,3,Food quality could be better,2025-10-29 03:22:14
1019,1725,2943,12,324,5,Food was delicious,2025-06-12 13:10:47
1020,1729,2291,6,330,5,Amazing restaurant,2026-05-10 19:11:46
1021,1731,2370,17,213,5,Very fast delivery,2026-03-12 13:01:15
1022,1732,86,4,65,4,Driver was polite,2025-04-11 18:15:34
1023,1733,2495,7,209,3,Wrong order,2026-05-03 17:36:56
1024,1734,1017,9,12,3,Cold food,2026-04-02 14:38:06
1025,1740,1896,8,340,5,Food was delicious,2025-07-14 21:22:45
1026,1741,46,19,252,4,Driver was polite,2025-10-09 12:27:24
1027,1742,1254,6,324,5,Food was delicious,2024-07-24 13:03:57
1028,1744,2895,2,288,3,Not worth the price,2026-07-01 00:09:47
1029,1745,615,13,49,3,Cold food,2025-06-27 12:43:12
1030,1748,2784,8,325,4,Fresh food,2025-12-13 06:38:09
1031,1749,2269,19,360,2,Not worth the price,2024-07-25 08:24:17
1032,1750,2701,8,290,5,Perfect experience,2025-07-28 01:05:35
1033,1751,1517,14,382,4,Perfect experience,2025-10-09 19:35:40
1034,1753,2452,15,275,3,Not worth the price,2026-01-18 18:15:24
1035,1754,2848,18,95,5,Fresh food,2026-06-11 00:38:11
1036,1756,583,2,195,5,Food was delicious,2025-08-30 19:51:18
1037,1757,526,19,219,3,Not worth the price,2025-05-01 11:18:54
1038,1762,1268,20,49,3,Driver was rude,2026-07-04 23:50:11
1039,1764,460,9,316,4,Perfect experience,2024-09-05 07:27:05
1040,1767,50,20,178,2,Driver was rude,2026-06-04 10:19:15
1041,1768,712,4,118,4,Excellent service,2024-10-21 07:37:37
1042,1771,241,6,248,4,Highly recommended,2025-12-17 20:33:05
1043,1772,1964,9,302,4,Fresh food,2025-05-11 23:23:56
1044,1773,989,7,28,5,Amazing restaurant,2026-06-02 13:04:03
1045,1774,2616,18,25,5,Food was delicious,2024-07-31 23:26:27
1046,1775,2332,8,250,5,Perfect experience,2026-05-14 13:15:48
1047,1776,1715,12,48,5,Fresh food,2024-07-31 01:22:17
1048,1777,2128,4,103,2,Average experience,2026-01-19 15:28:08
1049,1778,298,13,102,5,Food was delicious,2025-12-31 02:15:11
1050,1779,746,18,183,5,Food was delicious,2025-08-14 07:10:47
1051,1780,2814,9,107,4,Very fast delivery,2025-07-06 08:00:21
1052,1782,1769,3,201,2,Cold food,2025-01-07 08:48:55
1053,1784,2482,8,289,5,Food was delicious,2025-09-07 01:35:57
1054,1787,662,14,382,5,Food was delicious,2025-12-21 18:02:52
1055,1788,271,17,309,5,Very fast delivery,2025-04-02 08:43:27
1056,1789,2231,9,72,3,Cold food,2026-02-24 07:49:04
1057,1790,2301,11,101,3,Food quality could be better,2025-04-20 20:57:53
1058,1791,2000,7,135,5,Driver was polite,2025-08-18 10:01:24
1059,1792,776,20,313,4,Very fast delivery,2025-08-17 14:48:51
1060,1794,89,11,65,5,Driver was polite,2026-03-09 20:26:42
1061,1795,2069,20,321,4,Excellent service,2026-01-31 22:10:11
1062,1796,1410,20,124,3,Food quality could be better,2025-01-10 09:07:02
1063,1797,1342,6,295,4,Highly recommended,2026-04-12 05:42:50
1064,1798,2779,13,157,4,Excellent service,2026-01-31 12:10:53
1065,1799,2821,14,122,5,Fresh food,2024-11-22 09:49:51
1066,1800,512,20,233,5,Amazing restaurant,2025-10-07 21:11:30
1067,1801,2583,7,153,4,Highly recommended,2025-07-10 03:01:16
1068,1802,241,15,19,4,Fresh food,2025-11-08 03:44:56
1069,1803,1325,8,246,5,Amazing restaurant,2025-05-08 06:18:23
1070,1804,625,7,171,2,Food quality could be better,2025-02-25 14:30:21
1071,1808,1584,2,399,3,Food quality could be better,2024-11-26 20:09:10
1072,1809,82,17,102,4,Very fast delivery,2025-02-13 11:04:37
1073,1810,1371,6,263,5,Food was delicious,2025-08-08 08:10:16
1074,1811,1672,12,322,5,Amazing restaurant,2026-03-19 12:32:46
1075,1813,2791,10,274,5,Perfect experience,2024-09-19 02:44:06
1076,1815,2369,7,362,2,Food quality could be better,2025-12-12 05:00:43
1077,1816,36,1,4,2,Cold food,2025-07-31 11:49:58
1078,1817,2961,7,34,5,Very fast delivery,2024-11-24 15:13:42
1079,1819,525,15,263,3,Poor packaging,2025-05-19 06:27:56
1080,1821,953,5,329,5,Fresh food,2025-01-24 10:00:37
1081,1822,2644,17,141,4,Driver was polite,2026-03-12 22:01:37
1082,1823,271,17,119,4,Excellent service,2026-05-18 18:43:02
1083,1824,871,1,209,5,Driver was polite,2026-01-24 07:53:19
1084,1825,273,16,111,4,Highly recommended,2025-06-10 15:38:36
1085,1826,2966,16,220,5,Highly recommended,2024-09-15 02:23:50
1086,1827,1016,1,333,5,Perfect experience,2025-08-30 23:45:21
1087,1828,1650,3,135,5,Highly recommended,2025-01-19 02:14:24
1088,1829,1078,3,71,5,Driver was polite,2026-04-26 03:01:28
1089,1830,704,18,320,4,Highly recommended,2025-01-14 10:36:05
1090,1831,357,16,387,3,Not worth the price,2025-05-10 08:54:04
1091,1832,987,5,74,1,Not worth the price,2025-03-21 08:27:26
1092,1833,1205,6,229,5,Highly recommended,2025-11-08 09:01:55
1093,1835,2189,20,2,5,Amazing restaurant,2025-05-02 07:31:13
1094,1836,2415,6,43,3,Average experience,2024-10-21 07:29:16
1095,1839,1990,3,335,3,Average experience,2024-08-30 04:17:32
1096,1843,1225,1,103,5,Highly recommended,2025-07-25 14:40:50
1097,1844,2000,19,103,5,Excellent service,2026-04-14 00:39:49
1098,1845,1537,14,122,5,Excellent service,2025-10-20 00:45:25
1099,1847,2905,18,113,3,Food quality could be better,2025-10-08 03:39:17
1100,1849,829,10,80,5,Very fast delivery,2024-10-12 05:28:45
1101,1850,11,6,330,5,Highly recommended,2025-06-05 22:48:04
1102,1852,1703,20,303,4,Amazing restaurant,2025-05-30 07:56:07
1103,1853,414,13,115,5,Fresh food,2026-03-10 23:53:32
1104,1855,877,6,54,5,Driver was polite,2025-11-19 20:59:55
1105,1856,548,3,8,5,Highly recommended,2026-07-05 11:50:49
1106,1857,1373,20,321,1,Cold food,2025-08-24 17:05:45
1107,1861,2531,20,372,4,Perfect experience,2026-07-08 15:35:55
1108,1862,2362,13,157,2,Average experience,2026-05-31 20:45:47
1109,1863,2360,6,354,3,Driver was rude,2024-07-19 12:24:52
1110,1868,373,20,174,5,Fresh food,2025-07-11 12:46:24
1111,1869,525,15,324,5,Highly recommended,2024-11-21 17:43:18
1112,1871,1433,4,79,5,Perfect experience,2025-01-06 20:07:23
1113,1874,303,3,203,5,Very fast delivery,2024-10-15 13:24:54
1114,1876,757,19,281,4,Food was delicious,2024-12-29 19:18:26
1115,1879,2301,10,168,5,Driver was polite,2026-02-01 08:17:46
1116,1882,149,3,347,5,Excellent service,2026-04-19 08:07:17
1117,1884,454,6,232,3,Food quality could be better,2025-09-17 15:57:22
1118,1887,2697,15,3,5,Very fast delivery,2025-03-07 12:32:19
1119,1889,618,17,2,4,Very fast delivery,2026-06-10 11:46:22
1120,1890,749,3,226,4,Very fast delivery,2024-12-28 12:28:23
1121,1891,2227,19,74,5,Amazing restaurant,2026-06-29 23:46:08
1122,1892,473,16,387,5,Driver was polite,2024-09-17 01:44:29
1123,1894,814,20,174,3,Not worth the price,2026-04-05 19:24:06
1124,1895,1892,8,71,4,Perfect experience,2025-05-22 16:40:26
1125,1897,1474,17,30,5,Food was delicious,2025-01-26 13:02:11
1126,1898,2445,12,231,3,Poor packaging,2026-01-28 04:47:55
1127,1899,494,8,281,4,Fresh food,2025-10-12 22:41:55
1128,1901,558,3,179,4,Fresh food,2026-01-08 17:30:47
1129,1902,819,11,145,5,Food was delicious,2024-07-19 06:28:30
1130,1905,1053,12,43,5,Amazing restaurant,2024-12-31 22:02:04
1131,1907,2583,5,36,5,Highly recommended,2025-11-23 13:00:33
1132,1908,2383,17,119,5,Fresh food,2026-03-27 23:29:59
1133,1909,1640,19,34,5,Perfect experience,2024-11-28 02:04:46
1134,1914,1101,2,110,5,Food was delicious,2024-11-23 21:58:16
1135,1915,2199,4,95,3,Not worth the price,2026-05-27 17:26:02
1136,1916,2313,20,355,3,Cold food,2025-12-26 07:38:22
1137,1917,1168,4,136,3,Poor packaging,2025-12-12 09:33:48
1138,1918,149,10,274,5,Very fast delivery,2024-11-16 00:31:57
1139,1919,97,7,25,4,Fresh food,2024-10-03 11:32:08
1140,1920,1741,17,321,3,Food quality could be better,2026-02-07 05:05:51
1141,1921,1043,6,319,3,Average experience,2025-08-20 05:19:34
1142,1922,2795,17,185,3,Cold food,2025-03-22 11:48:48
1143,1924,1033,12,189,5,Perfect experience,2026-04-26 18:41:07
1144,1925,2109,4,152,3,Average experience,2025-08-23 11:58:34
1145,1926,767,15,248,5,Highly recommended,2025-02-14 10:03:31
1146,1927,2446,5,329,4,Excellent service,2025-01-21 10:41:16
1147,1929,687,12,231,5,Fresh food,2026-05-17 11:47:58
1148,1931,2126,1,101,5,Driver was polite,2025-07-25 16:39:38
1149,1933,59,2,53,4,Perfect experience,2025-10-09 09:01:40
1150,1934,702,7,226,3,Poor packaging,2024-10-19 08:10:19
1151,1935,2722,11,171,4,Fresh food,2025-01-04 09:49:03
1152,1938,2075,6,231,5,Excellent service,2024-11-25 15:02:51
1153,1942,1472,4,83,4,Food was delicious,2024-09-15 20:17:36
1154,1943,2619,14,394,2,Wrong order,2025-08-08 21:34:23
1155,1952,2843,2,294,5,Driver was polite,2025-11-20 07:33:06
1156,1954,973,13,207,4,Very fast delivery,2025-07-07 17:11:58
1157,1956,904,20,178,4,Perfect experience,2025-01-25 07:25:21
1158,1957,2732,12,87,5,Amazing restaurant,2026-01-28 23:52:42
1159,1958,763,16,194,2,Poor packaging,2024-08-14 13:51:02
1160,1959,165,17,47,4,Driver was polite,2025-03-12 22:53:42
1161,1960,1715,15,85,5,Amazing restaurant,2026-03-17 10:30:42
1162,1964,2777,17,15,5,Very fast delivery,2025-01-03 10:32:37
1163,1965,395,16,234,4,Amazing restaurant,2026-01-03 16:32:14
1164,1966,1525,8,201,4,Fresh food,2025-08-23 13:29:27
1165,1967,938,12,354,5,Highly recommended,2024-12-04 04:00:30
1166,1968,989,1,130,4,Food was delicious,2025-11-09 19:07:07
1167,1969,1764,8,80,4,Food was delicious,2026-03-16 17:34:27
1168,1971,460,16,352,5,Amazing restaurant,2026-04-20 07:54:12
1169,1974,1344,8,360,5,Excellent service,2026-05-13 13:11:04
1170,1975,2852,3,24,4,Driver was polite,2025-12-20 07:35:12
1171,1976,158,20,265,5,Food was delicious,2025-12-07 01:33:56
1172,1977,2291,6,312,4,Excellent service,2025-06-21 23:07:08
1173,1978,2259,2,255,5,Perfect experience,2024-09-13 00:49:58
1174,1980,1255,18,340,1,Cold food,2025-03-31 00:59:39
1175,1982,1862,4,130,5,Amazing restaurant,2025-01-08 01:33:37
1176,1983,1851,2,195,5,Fresh food,2025-05-28 13:45:20
1177,1984,2616,3,374,5,Food was delicious,2026-01-02 20:09:29
1178,1986,675,14,382,3,Food quality could be better,2024-11-10 02:30:18
1179,1987,40,15,112,4,Excellent service,2024-07-25 11:21:32
1180,1988,1073,10,290,5,Food was delicious,2026-04-15 19:28:34
1181,1989,1139,5,135,2,Driver was rude,2024-11-23 09:20:38
1182,1991,1304,9,357,4,Driver was polite,2026-04-13 06:30:43
1183,1993,2910,10,250,3,Average experience,2024-09-13 10:23:41
1184,1995,1365,1,84,5,Food was delicious,2025-09-01 01:32:22
1185,1998,1748,17,259,3,Not worth the price,2025-01-24 22:27:31
1186,1999,2766,15,180,4,Fresh food,2025-09-11 07:53:07
1187,2001,52,17,327,5,Driver was polite,2025-11-30 17:23:30
1188,2002,54,18,25,5,Driver was polite,2025-10-16 07:25:14
1189,2003,2812,6,159,4,Highly recommended,2024-09-06 04:26:17
1190,2004,1322,20,50,4,Excellent service,2026-02-06 11:00:47
1191,2005,1664,3,320,4,Excellent service,2025-05-05 01:02:54
1192,2006,145,7,158,2,Food quality could be better,2024-12-25 17:08:13
1193,2009,2659,20,2,3,Average experience,2024-11-10 04:26:07
1194,2010,1804,8,253,5,Fresh food,2026-07-12 11:03:48
1195,2013,2596,3,314,2,Cold food,2025-02-19 10:24:15
1196,2015,1034,12,324,5,Very fast delivery,2025-08-15 05:40:44
1197,2020,1972,2,242,5,Very fast delivery,2025-07-14 06:14:29
1198,2022,2532,18,243,4,Fresh food,2025-07-07 08:41:53
1199,2023,2958,13,131,2,Wrong order,2025-04-12 01:42:33
1200,2025,2655,12,18,4,Fresh food,2024-09-08 11:36:52
1201,2028,1915,8,272,3,Food quality could be better,2024-09-15 09:50:20
1202,2029,2397,3,158,5,Amazing restaurant,2024-09-11 13:41:02
1203,2030,2464,7,183,5,Highly recommended,2025-02-18 17:41:55
1204,2032,2283,2,61,4,Perfect experience,2024-07-28 10:03:09
1205,2034,2517,10,346,2,Poor packaging,2024-08-11 05:43:51
1206,2035,1747,13,15,3,Not worth the price,2025-11-23 09:17:16
1207,2036,2947,19,84,5,Fresh food,2026-03-28 06:41:29
1208,2038,1594,2,255,5,Perfect experience,2026-01-06 22:09:09
1209,2040,697,11,335,5,Very fast delivery,2026-03-09 15:34:32
1210,2041,2734,8,343,4,Excellent service,2024-11-19 03:48:02
1211,2042,2575,8,336,3,Poor packaging,2024-10-24 15:16:53
1212,2047,1589,20,361,5,Highly recommended,2025-09-29 10:30:36
1213,2051,336,7,369,5,Fresh food,2026-05-06 12:21:08
1214,2052,1555,17,86,5,Excellent service,2025-04-30 22:45:29
1215,2053,1742,8,103,4,Very fast delivery,2026-05-26 05:11:10
1216,2055,1864,13,206,5,Food was delicious,2025-04-27 00:31:08
1217,2056,577,15,163,4,Driver was polite,2025-02-24 06:06:01
1218,2057,532,4,250,3,Cold food,2026-02-16 04:06:15
1219,2059,1269,7,71,4,Food was delicious,2025-11-24 05:42:48
1220,2060,2586,2,288,5,Amazing restaurant,2026-02-02 19:52:36
1221,2062,674,13,86,3,Food quality could be better,2025-05-22 22:10:16
1222,2063,2052,9,341,4,Excellent service,2025-04-26 14:09:01
1223,2066,1756,8,90,4,Fresh food,2024-10-30 20:18:27
1224,2067,922,2,195,4,Very fast delivery,2025-03-10 05:31:49
1225,2069,869,12,41,3,Cold food,2026-02-18 20:50:52
1226,2070,1256,6,3,5,Excellent service,2025-02-27 05:21:56
1227,2072,2378,15,81,5,Amazing restaurant,2025-04-13 22:54:48
1228,2073,337,5,164,5,Very fast delivery,2025-05-12 10:15:42
1229,2076,2622,11,25,3,Cold food,2026-01-26 01:35:59
1230,2077,540,6,366,5,Very fast delivery,2025-02-13 16:31:36
1231,2078,113,19,103,5,Very fast delivery,2025-11-20 15:33:16
1232,2079,873,12,188,5,Fresh food,2024-12-20 11:27:18
1233,2080,2471,16,378,4,Highly recommended,2025-06-14 07:47:52
1234,2081,864,2,66,4,Very fast delivery,2025-09-26 03:48:17
1235,2085,2438,10,226,2,Driver was rude,2025-01-09 04:45:33
1236,2086,753,2,399,5,Amazing restaurant,2026-07-02 08:30:06
1237,2087,1097,11,346,5,Excellent service,2026-05-31 09:08:16
1238,2088,546,12,202,5,Fresh food,2026-03-27 22:38:53
1239,2089,2469,13,190,3,Cold food,2026-01-22 23:29:31
1240,2090,534,2,242,5,Driver was polite,2025-04-03 11:30:30
1241,2094,1007,5,230,5,Food was delicious,2024-07-29 00:30:10
1242,2095,1437,13,184,5,Food was delicious,2024-12-04 20:35:41
1243,2096,2469,13,124,1,Not worth the price,2024-07-19 19:54:36
1244,2097,559,9,318,4,Very fast delivery,2024-12-10 17:28:43
1245,2100,1969,17,307,5,Fresh food,2025-07-24 23:46:22
1246,2102,2667,11,135,5,Perfect experience,2026-06-15 00:55:51
1247,2104,1768,2,255,2,Driver was rude,2025-08-07 22:51:52
1248,2105,2314,18,149,3,Average experience,2026-06-09 01:19:51
1249,2106,2671,13,259,3,Cold food,2026-05-11 20:52:42
1250,2108,1748,13,313,5,Fresh food,2026-04-19 00:02:33
1251,2111,1766,9,107,2,Food quality could be better,2025-01-26 09:27:40
1252,2112,1559,8,271,1,Cold food,2025-10-17 23:58:06
1253,2114,565,9,380,5,Perfect experience,2024-10-29 10:26:43
1254,2119,390,2,61,4,Perfect experience,2026-06-24 03:53:32
1255,2120,2336,12,244,5,Excellent service,2025-12-04 07:21:33
1256,2121,2697,12,19,5,Amazing restaurant,2025-11-04 20:14:15
1257,2122,1041,12,295,5,Fresh food,2025-11-29 07:25:34
1258,2123,294,2,224,4,Fresh food,2025-04-17 13:29:11
1259,2125,1030,15,319,3,Wrong order,2025-08-06 05:22:09
1260,2128,2057,14,122,5,Highly recommended,2025-05-11 20:40:25
1261,2130,1675,13,93,5,Very fast delivery,2025-01-16 17:10:11
1262,2131,39,9,220,4,Perfect experience,2025-07-14 02:32:51
1263,2132,1853,13,182,4,Highly recommended,2024-11-21 14:18:27
1264,2133,2641,10,36,3,Wrong order,2025-02-18 00:43:19
1265,2137,2512,16,13,5,Driver was polite,2026-05-27 20:13:55
1266,2138,1267,6,366,3,Driver was rude,2024-08-18 12:19:03
1267,2139,231,17,132,5,Food was delicious,2026-02-23 10:28:05
1268,2140,1199,12,69,5,Highly recommended,2024-07-25 18:28:10
1269,2141,2837,11,314,5,Food was delicious,2025-12-15 05:15:36
1270,2142,601,15,322,4,Driver was polite,2026-01-01 14:50:17
1271,2143,1073,11,219,5,Driver was polite,2026-04-22 10:28:30
1272,2144,1048,18,267,5,Highly recommended,2024-11-06 15:43:39
1273,2145,876,11,158,1,Driver was rude,2026-02-26 14:28:20
1274,2146,1395,19,147,5,Amazing restaurant,2025-07-28 21:00:41
