order_id,customer_id,restaurant_id,driver_id,order_datetime,delivery_datetime,order_status,payment_method,delivery_fee
7108,874,10,358,2025-07-13 21:25:50,2025-07-13 22:05:50,Delivered,Cash,30
7109,154,16,291,2024-08-22 04:12:38,2024-08-22 04:51:38,Delivered,Card,25
7110,828,13,227,2024-08-24 22:49:30,2024-08-24 23:42:30,Delivered,Card,35
7111,98,20,178,2026-03-08 18:04:22,2026-03-08 18:50:22,Delivered,Card,35
7112,989,1,135,2025-06-29 02:12:37,2025-06-29 03:03:37,Delivered,Cash,30
7113,2722,5,42,2025-07-17 15:02:03,2025-07-17 15:28:03,Delivered,Cash,25
7114,2176,20,327,2025-03-03 04:58:11,2025-03-03 05:20:11,Delivered,Cash,30
7115,277,3,314,2025-09-16 15:52:41,2025-09-16 16:49:41,Delivered,Card,20
7116,1808,12,295,2026-04-26 23:20:14,2026-04-27 00:02:14,Delivered,Cash,35
7117,765,17,259,2025-06-15 16:18:51,2025-06-15 17:25:51,Delivered,Card,25
7118,1185,6,244,2025-09-30 19:34:19,2025-09-30 19:58:19,Delivered,Card,25
7119,1648,10,272,2025-04-07 03:48:10,2025-04-07 04:51:10,Delivered,Cash,30
7120,1401,17,133,2025-03-19 15:32:32,2025-03-19 16:11:32,Delivered,Cash,35
7121,408,13,125,2025-08-24 04:51:49,2025-08-24 05:42:49,Delivered,Cash,20
7122,2912,8,31,2025-02-04 07:37:56,2025-02-04 08:11:56,Delivered,Cash,35
7123,148,16,111,2026-03-20 23:01:12,2026-03-20 23:41:12,Delivered,Wallet,25
7124,1959,10,134,2025-04-02 16:28:13,2025-04-02 17:07:13,Delivered,Card,30
7125,335,2,255,2025-03-09 21:30:26,2025-03-09 22:45:26,Delivered,Cash,25
7126,810,7,21,2025-01-18 21:22:57,2025-01-18 21:58:57,Delivered,Card,20
7127,2047,16,341,2026-01-25 04:00:28,2026-01-25 04:37:28,Delivered,Cash,25
7128,370,1,285,2025-04-02 00:38:02,2025-04-02 01:11:02,Delivered,Card,25
7129,1017,16,12,2024-10-02 13:15:13,2024-10-02 13:49:13,Delivered,Cash,30
7130,775,17,307,2025-01-01 10:46:45,2025-01-01 11:38:45,Delivered,Card,15
7131,2903,13,184,2025-01-13 11:00:04,2025-01-13 11:37:04,Delivered,Wallet,30
7132,34,2,305,2025-07-18 12:14:46,2025-07-18 13:26:46,Delivered,Wallet,30
7133,708,2,94,2025-03-07 22:56:06,2025-03-07 23:37:06,Cancelled,Cash,25
7134,1054,17,119,2024-10-07 14:50:35,2024-10-07 15:30:35,Cancelled,Card,20
7135,1124,16,220,2026-05-19 12:59:54,2026-05-19 13:57:54,Delivered,Wallet,25
7136,1846,4,347,2024-11-15 21:24:38,2024-11-15 22:08:38,Delivered,Cash,20
7137,2165,20,116,2024-09-10 00:21:29,2024-09-10 00:51:29,Delivered,Card,20
7138,2076,1,8,2025-09-18 17:57:29,2025-09-18 18:41:29,Delivered,Cash,20
7139,1972,2,255,2024-10-08 22:32:48,2024-10-08 22:57:48,Delivered,Card,25
7140,1694,17,141,2025-04-18 16:26:40,2025-04-18 16:46:40,Delivered,Card,15
7141,2203,17,351,2025-06-27 13:26:18,2025-06-27 14:10:18,Delivered,Card,20
7142,2175,15,59,2025-04-05 05:15:37,2025-04-05 06:07:37,Delivered,Card,25
7143,39,9,291,2025-10-10 18:41:39,2025-10-10 19:41:39,Delivered,Card,30
7144,2179,16,120,2025-07-05 19:50:08,2025-07-05 20:45:08,Delivered,Cash,15
7145,1197,8,261,2024-08-10 23:27:47,2024-08-10 23:59:47,Failed,Card,30
7146,1553,10,24,2024-08-29 06:05:55,2024-08-29 06:44:55,Delivered,Cash,15
7147,2528,12,244,2025-02-19 13:41:11,2025-02-19 14:49:11,Delivered,Cash,15
7148,2917,7,257,2026-03-20 20:53:23,2026-03-20 21:42:23,Delivered,Cash,25
7149,2146,13,307,2025-12-08 22:30:04,2025-12-08 23:15:04,Cancelled,Wallet,30
7150,680,20,91,2025-03-14 23:51:12,2025-03-15 00:13:12,Delivered,Card,15
7151,1133,2,255,2026-06-28 15:38:00,2026-06-28 16:05:00,Delivered,Cash,15
7152,2874,6,176,2025-11-16 23:09:16,2025-11-16 23:54:16,Delivered,Card,25
7153,2439,1,103,2025-12-14 04:42:18,2025-12-14 05:31:18,Delivered,Wallet,25
7154,70,15,328,2026-07-10 10:53:30,2026-07-10 11:29:30,Delivered,Cash,15
7155,232,18,79,2025-12-28 09:55:26,2025-12-28 10:38:26,Delivered,Wallet,30
7156,1311,6,41,2026-03-24 01:35:34,2026-03-24 02:45:34,Delivered,Card,35
7157,2001,13,327,2026-04-09 06:05:09,2026-04-09 06:25:09,Failed,Card,25
7158,2212,3,250,2025-01-28 13:22:57,2025-01-28 14:37:57,Delivered,Wallet,35
7159,1791,4,37,2024-07-27 21:43:18,2024-07-27 22:41:18,Delivered,Card,25
7160,301,6,337,2026-01-30 10:34:24,2026-01-30 11:00:24,Failed,Cash,20
7161,1543,6,176,2026-01-08 03:48:18,2026-01-08 04:36:18,Delivered,Cash,35
7162,2520,8,209,2026-02-20 00:26:45,2026-02-20 00:48:45,Delivered,Wallet,30
7163,1656,2,305,2025-04-10 00:53:50,2025-04-10 01:24:50,Delivered,Card,15
7164,1307,11,164,2025-09-13 07:17:22,2025-09-13 07:51:22,Delivered,Cash,35
7165,2147,4,90,2026-01-18 09:48:04,2026-01-18 10:41:04,Delivered,Card,20
7166,1051,14,122,2026-05-04 19:53:48,2026-05-04 20:13:48,Delivered,Wallet,35
7167,1774,8,200,2026-05-26 18:43:50,2026-05-26 19:38:50,Delivered,Card,35
7168,995,18,289,2026-07-14 02:27:02,2026-07-14 03:12:02,Delivered,Cash,35
7169,6,2,92,2024-09-19 05:32:42,2024-09-19 06:27:42,Delivered,Wallet,25
7170,145,8,369,2025-10-24 13:16:24,2025-10-24 14:18:24,Delivered,Card,35
7171,2332,11,285,2024-07-21 16:49:34,2024-07-21 17:40:34,Delivered,Cash,30
7172,1746,20,133,2025-06-10 21:56:21,2025-06-10 22:20:21,Delivered,Card,25
7173,1761,1,367,2024-12-09 17:42:55,2024-12-09 18:08:55,Delivered,Cash,15
7174,1367,10,400,2026-06-13 04:20:33,2026-06-13 05:13:33,Delivered,Card,20
7175,580,13,321,2025-05-19 15:01:06,2025-05-19 15:54:06,Delivered,Cash,30
7176,2522,11,95,2026-05-30 13:04:04,2026-05-30 14:02:04,Delivered,Card,30
7177,1224,19,137,2025-01-19 16:00:19,2025-01-19 16:28:19,Delivered,Card,30
7178,827,18,246,2025-08-19 09:42:56,2025-08-19 10:23:56,Delivered,Wallet,25
7179,2265,5,21,2026-06-23 22:35:10,2026-06-23 23:17:10,Delivered,Wallet,30
7180,978,10,118,2025-07-06 18:38:40,2025-07-06 19:50:40,Delivered,Card,15
7181,589,20,97,2025-11-11 10:33:43,2025-11-11 11:47:43,Delivered,Cash,30
7182,820,19,168,2025-06-06 19:01:07,2025-06-06 20:04:07,Delivered,Cash,25
7183,2817,20,345,2024-12-20 12:46:31,2024-12-20 13:20:31,Delivered,Wallet,25
7184,1703,17,169,2024-12-13 03:23:06,2024-12-13 03:52:06,Delivered,Card,25
7185,1042,2,181,2024-09-12 18:03:00,2024-09-12 18:29:00,Delivered,Cash,15
7186,2150,3,171,2025-08-28 06:01:50,2025-08-28 06:23:50,Delivered,Cash,25
7187,902,15,330,2025-03-18 08:16:41,2025-03-18 09:27:41,Delivered,Cash,20
7188,1740,13,106,2024-11-23 04:19:05,2024-11-23 05:30:05,Delivered,Wallet,35
7189,744,19,274,2026-01-09 14:15:46,2026-01-09 14:57:46,Delivered,Cash,35
7190,155,20,397,2025-08-15 07:21:05,2025-08-15 08:32:05,Delivered,Cash,20
7191,1897,1,367,2025-10-06 15:09:37,2025-10-06 16:15:37,Failed,Cash,35
7192,1897,18,201,2025-05-08 15:00:26,2025-05-08 15:25:26,Delivered,Cash,20
7193,2265,11,74,2025-12-30 03:08:56,2025-12-30 04:23:56,Delivered,Card,15
7194,2799,15,337,2024-08-22 23:03:31,2024-08-22 23:32:31,Delivered,Wallet,15
7195,1981,3,171,2026-04-11 21:21:40,2026-04-11 22:26:40,Delivered,Card,25
7196,1156,5,135,2025-04-14 14:22:19,2025-04-14 14:46:19,Delivered,Card,15
7197,1214,4,28,2024-09-12 13:12:35,2024-09-12 14:00:35,Failed,Cash,20
7198,2728,6,368,2025-04-22 09:23:15,2025-04-22 10:20:15,Delivered,Card,25
7199,824,16,357,2025-07-10 03:02:47,2025-07-10 03:59:47,Delivered,Card,25
7200,1092,9,380,2024-10-27 05:02:07,2024-10-27 06:09:07,Delivered,Card,25
7201,2044,13,355,2026-04-03 18:32:20,2026-04-03 18:58:20,Delivered,Cash,35
7202,1064,10,285,2026-06-26 20:58:11,2026-06-26 22:04:11,Delivered,Wallet,20
7203,2826,4,161,2025-08-05 10:37:59,2025-08-05 11:15:59,Delivered,Cash,30
7204,411,15,159,2025-06-21 11:38:02,2025-06-21 12:38:02,Delivered,Cash,35
7205,863,13,239,2024-12-12 15:21:06,2024-12-12 15:45:06,Delivered,Card,20
7206,1838,16,302,2025-05-01 17:55:24,2025-05-01 18:39:24,Delivered,Wallet,15
7207,2893,5,285,2026-06-07 23:01:34,2026-06-07 23:22:34,Delivered,Card,20
7208,839,20,77,2026-01-22 07:14:35,2026-01-22 07:59:35,Delivered,Cash,30
7209,2716,12,366,2025-10-09 15:54:32,2025-10-09 16:38:32,Delivered,Card,35
7210,1026,2,221,2026-03-01 17:48:03,2026-03-01 18:50:03,Delivered,Card,25
7211,820,1,340,2026-02-07 14:44:15,2026-02-07 15:30:15,Delivered,Card,35
7212,2825,7,253,2024-09-06 17:56:10,2024-09-06 18:50:10,Delivered,Cash,30
7213,2537,15,43,2024-12-02 06:16:54,2024-12-02 06:56:54,Delivered,Card,30
7214,533,18,164,2024-10-23 04:07:33,2024-10-23 04:34:33,Delivered,Card,25
7215,1942,12,159,2025-03-18 13:41:08,2025-03-18 14:48:08,Delivered,Cash,25
7216,539,18,238,2024-12-23 10:00:33,2024-12-23 10:43:33,Delivered,Wallet,15
7217,1889,12,188,2024-09-02 22:42:54,2024-09-02 23:03:54,Delivered,Cash,15
7218,326,17,309,2024-11-18 16:02:09,2024-11-18 17:08:09,Delivered,Wallet,25
7219,1547,1,210,2024-12-20 06:02:34,2024-12-20 07:04:34,Delivered,Cash,25
7220,413,15,312,2025-04-26 17:28:20,2025-04-26 18:10:20,Delivered,Wallet,30
7221,1869,17,86,2024-12-06 09:52:05,2024-12-06 10:38:05,Delivered,Card,35
7222,1911,2,306,2024-10-26 05:05:20,2024-10-26 05:40:20,Delivered,Card,20
7223,388,10,320,2026-05-31 07:07:55,2026-05-31 07:35:55,Cancelled,Cash,35
7224,689,17,124,2024-08-09 18:51:38,2024-08-09 20:00:38,Delivered,Cash,30
7225,442,15,43,2025-08-27 21:35:37,2025-08-27 22:11:37,Delivered,Cash,25
7226,191,13,49,2026-01-21 15:07:57,2026-01-21 15:50:57,Delivered,Card,25
7227,1334,11,203,2024-12-15 04:29:32,2024-12-15 04:59:32,Delivered,Card,25
7228,697,4,153,2025-05-12 10:44:26,2025-05-12 11:45:26,Delivered,Cash,25
7229,882,13,259,2025-09-15 10:43:09,2025-09-15 11:35:09,Delivered,Cash,20
7230,888,18,329,2025-01-29 22:28:20,2025-01-29 23:20:20,Delivered,Card,25
7231,575,12,112,2025-08-30 22:08:17,2025-08-30 22:48:17,Delivered,Cash,15
7232,798,14,122,2024-09-29 11:52:16,2024-09-29 12:32:16,Delivered,Card,25
7233,2524,20,91,2025-11-02 23:52:00,2025-11-03 01:02:00,Delivered,Cash,15
7234,75,2,181,2026-05-01 03:05:36,2026-05-01 03:37:36,Delivered,Wallet,15
7235,2981,17,178,2025-03-07 18:44:13,2025-03-07 19:19:13,Delivered,Cash,35
7236,1193,19,230,2024-09-14 15:29:02,2024-09-14 16:11:02,Delivered,Card,30
7237,1726,17,303,2025-11-15 07:41:11,2025-11-15 08:23:11,Delivered,Cash,30
7238,1477,3,160,2026-01-19 01:15:51,2026-01-19 01:47:51,Delivered,Cash,20
7239,1995,15,282,2025-11-11 04:22:53,2025-11-11 05:30:53,Delivered,Cash,35
7240,148,9,120,2026-05-08 21:26:26,2026-05-08 22:13:26,Delivered,Card,20
7241,899,14,394,2025-01-13 20:00:00,2025-01-13 20:41:00,Delivered,Cash,20
7242,423,18,80,2024-08-30 00:59:21,2024-08-30 01:56:21,Delivered,Cash,25
7243,1026,2,399,2025-04-02 15:00:07,2025-04-02 15:37:07,Delivered,Wallet,35
7244,617,14,122,2025-01-26 21:53:16,2025-01-26 23:03:16,Delivered,Wallet,20
7245,307,20,10,2026-05-24 01:49:51,2026-05-24 02:10:51,Delivered,Card,30
7246,2915,12,3,2025-08-09 23:25:19,2025-08-10 00:22:19,Delivered,Card,15
7247,2290,6,231,2025-02-21 21:17:33,2025-02-21 21:43:33,Delivered,Card,30
7248,12,20,178,2026-04-12 03:59:51,2026-04-12 04:40:51,Delivered,Card,35
7249,1199,15,359,2025-04-13 12:33:25,2025-04-13 13:23:25,Delivered,Cash,15
7250,2379,2,173,2024-07-15 13:10:25,2024-07-15 14:09:25,Delivered,Cash,30
7251,2868,1,99,2026-07-02 22:32:10,2026-07-02 23:10:10,Delivered,Card,15
7252,1184,2,195,2026-02-01 10:57:40,2026-02-01 12:11:40,Cancelled,Cash,15
7253,2066,10,8,2025-05-21 14:52:40,2025-05-21 15:48:40,Delivered,Cash,35
7254,924,4,105,2025-11-21 05:46:04,2025-11-21 06:27:04,Delivered,Cash,15
7255,778,2,61,2026-01-02 05:29:30,2026-01-02 06:29:30,Delivered,Cash,30
7256,284,20,213,2024-12-31 20:30:25,2024-12-31 21:02:25,Delivered,Cash,35
7257,1120,2,98,2025-05-27 22:14:33,2025-05-27 22:46:33,Delivered,Wallet,30
7258,547,10,74,2024-09-13 22:33:46,2024-09-13 23:11:46,Delivered,Wallet,35
7259,772,13,106,2025-09-10 00:41:15,2025-09-10 01:42:15,Delivered,Wallet,20
7260,2618,19,23,2026-03-19 00:59:24,2026-03-19 02:08:24,Delivered,Card,25
7261,2805,4,329,2026-01-18 01:13:16,2026-01-18 01:49:16,Delivered,Card,25
7262,1156,1,166,2024-12-29 22:59:22,2024-12-29 23:36:22,Delivered,Cash,35
7263,1488,16,392,2025-09-28 07:07:56,2025-09-28 08:00:56,Delivered,Cash,15
7264,1975,1,251,2024-10-30 10:49:28,2024-10-30 11:16:28,Delivered,Card,15
7265,1032,15,315,2026-04-18 03:34:03,2026-04-18 04:22:03,Failed,Card,35
7266,716,1,204,2025-01-07 02:41:56,2025-01-07 03:13:56,Delivered,Card,15
7267,82,13,30,2024-12-22 18:35:34,2024-12-22 19:03:34,Delivered,Card,30
7268,1442,8,136,2025-11-13 17:45:46,2025-11-13 18:21:46,Delivered,Cash,15
7269,431,5,37,2024-10-28 12:35:45,2024-10-28 13:01:45,Delivered,Card,30
7270,930,13,190,2025-09-03 18:13:40,2025-09-03 19:24:40,Delivered,Cash,15
7271,1441,17,30,2025-11-10 03:30:17,2025-11-10 04:29:17,Delivered,Card,20
7272,2277,17,211,2025-07-11 13:37:35,2025-07-11 14:25:35,Delivered,Card,25
7273,1384,18,329,2025-08-03 10:43:13,2025-08-03 11:13:13,Delivered,Cash,35
7274,31,4,252,2024-10-30 16:12:52,2024-10-30 16:51:52,Delivered,Card,15
7275,2379,2,173,2026-01-19 16:27:44,2026-01-19 17:41:44,Delivered,Cash,25
7276,242,9,392,2024-09-22 16:18:23,2024-09-22 17:24:23,Delivered,Cash,20
7277,1398,17,38,2025-12-31 20:37:31,2025-12-31 21:02:31,Delivered,Cash,20
7278,1865,7,289,2024-10-13 12:04:40,2024-10-13 12:46:40,Delivered,Card,15
7279,2964,8,166,2025-12-02 23:44:47,2025-12-03 00:10:47,Delivered,Card,15
7280,787,9,12,2025-03-10 16:33:01,2025-03-10 17:06:01,Delivered,Wallet,20
7281,1911,2,181,2026-05-09 00:37:36,2026-05-09 01:35:36,Delivered,Card,20
7282,1297,6,375,2026-06-29 07:17:32,2026-06-29 08:31:32,Delivered,Card,25
7283,915,3,136,2025-02-21 20:37:27,2025-02-21 21:43:27,Delivered,Card,25
7284,2512,16,32,2025-04-16 06:12:06,2025-04-16 06:41:06,Delivered,Cash,15
7285,1808,12,18,2026-07-05 02:51:19,2026-07-05 03:55:19,Delivered,Card,35
7286,1142,16,353,2024-08-29 11:38:24,2024-08-29 12:23:24,Delivered,Cash,35
7287,183,6,330,2024-12-13 06:40:28,2024-12-13 07:40:28,Delivered,Cash,25
7288,184,19,374,2026-05-06 00:45:28,2026-05-06 01:22:28,Delivered,Wallet,20
7289,2392,14,382,2024-08-19 21:35:08,2024-08-19 22:35:08,Delivered,Card,30
7290,1389,20,91,2026-06-26 09:26:50,2026-06-26 10:15:50,Delivered,Cash,30
7291,825,1,137,2026-05-21 09:34:41,2026-05-21 10:26:41,Delivered,Card,30
7292,181,11,84,2026-03-05 02:33:43,2026-03-05 03:19:43,Delivered,Cash,15
7293,562,11,74,2026-04-11 18:51:12,2026-04-11 19:16:12,Delivered,Card,15
7294,1101,2,242,2026-03-05 20:23:51,2026-03-05 21:00:51,Delivered,Cash,35
7295,2351,7,71,2026-04-16 10:33:02,2026-04-16 10:57:02,Delivered,Cash,25
7296,208,9,392,2025-10-14 04:23:16,2025-10-14 05:07:16,Delivered,Card,30
7297,1355,3,31,2025-05-10 04:20:34,2025-05-10 05:34:34,Delivered,Card,35
7298,1417,5,391,2025-11-12 02:23:50,2025-11-12 03:37:50,Delivered,Cash,35
7299,2308,17,141,2025-06-29 09:47:02,2025-06-29 10:26:02,Delivered,Card,30
7300,488,2,92,2025-07-15 04:17:21,2025-07-15 05:21:21,Failed,Card,15
7301,1914,15,41,2026-01-07 18:32:21,2026-01-07 19:27:21,Delivered,Cash,15
7302,1470,12,159,2025-09-25 15:33:59,2025-09-25 16:30:59,Delivered,Card,30
7303,611,10,101,2025-09-13 03:34:10,2025-09-13 04:35:10,Delivered,Card,35
7304,1821,3,334,2024-10-25 21:19:58,2024-10-25 22:06:58,Delivered,Card,20
7305,2773,18,160,2024-11-28 12:35:03,2024-11-28 13:19:03,Delivered,Card,25
7306,1484,2,17,2026-03-13 08:37:57,2026-03-13 09:44:57,Delivered,Cash,20
7307,2385,13,157,2024-08-29 21:38:10,2024-08-29 22:07:10,Delivered,Cash,30
7308,97,7,262,2025-09-01 15:56:49,2025-09-01 16:33:49,Delivered,Card,30
7309,702,11,16,2025-04-14 08:12:28,2025-04-14 08:43:28,Delivered,Cash,25
7310,1681,13,102,2024-11-09 13:49:39,2024-11-09 14:21:39,Cancelled,Cash,30
7311,2583,10,25,2025-11-17 10:13:00,2025-11-17 11:24:00,Delivered,Cash,20
7312,1763,6,59,2025-07-13 08:29:45,2025-07-13 09:38:45,Delivered,Wallet,20
7313,929,12,40,2025-05-28 23:57:46,2025-05-29 00:22:46,Delivered,Cash,35
7314,1237,19,335,2024-08-10 11:09:02,2024-08-10 11:34:02,Delivered,Wallet,25
7315,224,12,375,2025-11-11 23:28:57,2025-11-12 00:42:57,Cancelled,Cash,20
7316,1882,12,48,2025-05-15 12:16:00,2025-05-15 13:24:00,Delivered,Cash,30
7317,2318,16,318,2025-03-23 16:46:34,2025-03-23 17:17:34,Delivered,Cash,15
7318,821,17,1,2025-04-10 01:56:44,2025-04-10 02:16:44,Delivered,Card,25
7319,2429,17,310,2025-04-20 20:13:15,2025-04-20 21:24:15,Delivered,Wallet,25
7320,173,14,394,2025-08-25 10:11:48,2025-08-25 11:01:48,Delivered,Cash,25
7321,124,17,213,2025-03-27 02:45:17,2025-03-27 03:30:17,Delivered,Card,25
7322,2842,9,196,2026-02-11 15:56:36,2026-02-11 16:53:36,Delivered,Card,30
7323,1881,15,69,2024-11-10 08:47:29,2024-11-10 09:42:29,Delivered,Cash,25
7324,2392,14,122,2026-04-20 07:56:12,2026-04-20 09:07:12,Delivered,Cash,35
7325,1985,4,130,2026-02-22 18:55:19,2026-02-22 20:04:19,Delivered,Cash,25
7326,1822,10,168,2024-12-07 23:15:54,2024-12-08 00:18:54,Delivered,Cash,35
7327,1928,3,123,2024-11-12 16:32:32,2024-11-12 17:28:32,Delivered,Card,20
7328,577,6,43,2024-09-14 03:55:18,2024-09-14 04:57:18,Delivered,Cash,20
7329,1078,1,289,2026-02-05 06:57:56,2026-02-05 07:59:56,Delivered,Cash,35
7330,2212,4,123,2026-02-02 17:01:28,2026-02-02 18:12:28,Delivered,Cash,30
7331,838,17,213,2025-10-09 07:53:16,2025-10-09 08:29:16,Delivered,Wallet,25
7332,2603,5,400,2025-02-05 17:52:26,2025-02-05 18:58:26,Delivered,Cash,25
7333,552,1,149,2025-03-11 08:40:49,2025-03-11 09:03:49,Failed,Cash,30
7334,1113,20,184,2025-10-27 06:43:30,2025-10-27 07:04:30,Delivered,Cash,35
7335,2909,17,245,2025-08-13 07:47:11,2025-08-13 08:35:11,Delivered,Cash,35
7336,1150,5,339,2026-07-03 00:06:35,2026-07-03 01:07:35,Cancelled,Cash,30
7337,2893,3,325,2026-04-01 02:00:50,2026-04-01 03:11:50,Failed,Card,30
7338,2241,18,362,2025-05-06 17:40:11,2025-05-06 18:01:11,Delivered,Cash,35
7339,1497,17,256,2025-03-11 12:45:26,2025-03-11 13:42:26,Delivered,Cash,30
7340,2981,20,211,2025-05-28 06:25:27,2025-05-28 07:34:27,Delivered,Card,25
7341,2193,13,276,2024-10-13 23:09:49,2024-10-14 00:23:49,Delivered,Cash,25
7342,1628,17,15,2025-11-17 11:28:38,2025-11-17 12:14:38,Failed,Cash,25
7343,99,6,142,2025-06-19 12:24:24,2025-06-19 12:56:24,Delivered,Cash,15
7344,1110,10,23,2025-10-24 23:14:28,2025-10-25 00:08:28,Delivered,Card,35
7345,2588,9,196,2025-12-12 18:10:09,2025-12-12 18:34:09,Delivered,Cash,30
7346,2281,18,326,2024-11-15 18:08:24,2024-11-15 19:05:24,Delivered,Card,35
7347,2740,6,189,2025-01-25 13:26:48,2025-01-25 14:13:48,Delivered,Cash,25
7348,2170,7,285,2025-03-29 22:45:55,2025-03-29 23:11:55,Failed,Card,25
7349,2121,12,180,2024-12-07 04:53:29,2024-12-07 05:16:29,Delivered,Card,20
7350,1414,13,174,2026-01-28 05:15:00,2026-01-28 06:07:00,Delivered,Cash,25
7351,925,3,374,2025-06-04 19:15:09,2025-06-04 20:13:09,Delivered,Cash,30
7352,446,17,211,2026-06-18 11:29:28,2026-06-18 12:31:28,Failed,Cash,35
7353,1153,10,130,2026-02-27 04:54:15,2026-02-27 05:22:15,Delivered,Cash,30
7354,943,4,335,2026-04-22 23:47:11,2026-04-23 00:07:11,Delivered,Cash,20
7355,1291,20,157,2025-03-05 23:02:54,2025-03-06 00:03:54,Delivered,Cash,35
7356,830,15,315,2024-11-14 08:45:53,2024-11-14 09:45:53,Delivered,Cash,20
7357,2878,19,39,2024-10-05 10:56:02,2024-10-05 12:07:02,Delivered,Card,35
7358,215,18,103,2025-04-06 13:05:43,2025-04-06 14:19:43,Delivered,Cash,20
7359,1900,20,355,2024-12-13 09:32:44,2024-12-13 09:56:44,Delivered,Card,15
7360,2923,9,234,2025-06-28 00:55:11,2025-06-28 01:49:11,Delivered,Cash,20
7361,720,14,122,2025-04-08 03:07:34,2025-04-08 04:08:34,Cancelled,Cash,30
7362,2958,20,284,2026-06-19 19:05:18,2026-06-19 20:12:18,Delivered,Card,35
7363,1091,5,246,2025-05-24 08:52:05,2025-05-24 10:04:05,Delivered,Card,30
7364,1050,13,162,2025-12-27 03:16:59,2025-12-27 04:26:59,Delivered,Wallet,35
7365,130,13,15,2025-11-13 18:10:22,2025-11-13 18:57:22,Delivered,Cash,35
7366,2226,2,181,2024-11-23 04:21:41,2024-11-23 05:10:41,Cancelled,Wallet,15
7367,586,6,312,2025-01-11 18:43:13,2025-01-11 19:04:13,Delivered,Wallet,20
7368,2758,13,172,2024-08-10 22:07:38,2024-08-10 23:04:38,Delivered,Cash,20
7369,993,8,334,2024-08-12 06:49:34,2024-08-12 07:57:34,Delivered,Cash,30
7370,858,16,111,2026-01-31 09:45:43,2026-01-31 10:40:43,Delivered,Card,30
7371,849,13,102,2025-10-06 00:46:26,2025-10-06 01:38:26,Delivered,Card,25
7372,575,6,322,2026-04-14 20:42:14,2026-04-14 21:53:14,Delivered,Cash,25
7373,406,10,334,2026-07-07 19:50:27,2026-07-07 20:36:27,Delivered,Card,35
7374,476,3,16,2025-02-06 17:11:41,2025-02-06 17:33:41,Delivered,Cash,15
7375,1021,6,163,2025-03-20 02:38:27,2025-03-20 03:27:27,Delivered,Cash,30
7376,1010,15,109,2026-03-19 05:50:10,2026-03-19 06:39:10,Delivered,Cash,20
7377,2413,5,326,2024-08-09 16:55:12,2024-08-09 17:27:12,Delivered,Card,25
7378,1198,18,267,2026-02-17 01:37:02,2026-02-17 02:14:02,Delivered,Cash,20
7379,528,11,39,2025-08-11 08:56:31,2025-08-11 09:26:31,Delivered,Card,35
7380,1378,7,65,2026-06-10 11:05:10,2026-06-10 12:17:10,Delivered,Cash,20
7381,2364,14,382,2025-02-27 10:40:41,2025-02-27 11:23:41,Delivered,Wallet,15
7382,552,18,250,2026-01-10 16:16:07,2026-01-10 16:56:07,Delivered,Cash,35
7383,2226,2,98,2026-03-30 06:23:21,2026-03-30 06:43:21,Delivered,Card,30
7384,117,11,39,2026-06-08 14:31:12,2026-06-08 15:41:12,Delivered,Card,35
7385,2041,9,291,2025-06-17 03:42:14,2025-06-17 04:16:14,Delivered,Cash,30
7386,1067,7,137,2025-08-08 20:16:53,2025-08-08 20:47:53,Delivered,Cash,25
7387,1264,17,1,2024-12-29 19:40:02,2024-12-29 20:39:02,Delivered,Card,15
7388,2358,2,57,2026-03-21 00:13:48,2026-03-21 01:01:48,Delivered,Cash,35
7389,1946,18,147,2025-03-26 19:51:19,2025-03-26 20:12:19,Delivered,Cash,30
7390,1639,13,174,2025-03-15 07:28:22,2025-03-15 08:22:22,Delivered,Cash,30
7391,1579,11,311,2026-06-13 21:43:07,2026-06-13 22:41:07,Failed,Wallet,15
7392,795,18,164,2025-10-05 00:24:27,2025-10-05 00:59:27,Delivered,Cash,30
7393,769,7,179,2025-07-28 01:06:15,2025-07-28 01:41:15,Delivered,Card,30
7394,1669,1,29,2025-02-10 09:44:58,2025-02-10 10:26:58,Delivered,Wallet,35
7395,2558,13,245,2024-09-07 04:19:53,2024-09-07 05:24:53,Delivered,Cash,15
7396,2035,3,183,2025-09-07 08:26:07,2025-09-07 08:58:07,Delivered,Card,15
7397,1876,3,400,2026-04-02 14:49:17,2026-04-02 15:11:17,Delivered,Card,35
7398,1759,13,214,2026-02-27 05:44:54,2026-02-27 06:43:54,Delivered,Cash,30
7399,352,13,213,2025-03-12 12:23:36,2025-03-12 13:10:36,Delivered,Cash,30
7400,1703,17,133,2025-01-11 21:54:36,2025-01-11 22:51:36,Delivered,Cash,35
7401,1344,1,134,2025-11-06 03:14:51,2025-11-06 04:00:51,Delivered,Cash,25
7402,397,20,211,2025-07-25 21:30:41,2025-07-25 22:35:41,Delivered,Cash,25
7403,810,10,289,2025-04-19 15:47:15,2025-04-19 16:08:15,Delivered,Cash,15
7404,2742,13,124,2025-05-20 01:23:55,2025-05-20 02:12:55,Cancelled,Wallet,25
7405,1087,18,25,2025-02-28 18:30:37,2025-02-28 18:56:37,Delivered,Card,35
7406,1764,11,134,2025-11-27 15:59:21,2025-11-27 17:09:21,Delivered,Card,30
7407,1651,12,319,2026-06-09 03:54:34,2026-06-09 04:28:34,Delivered,Card,35
